exp;ntasks;memory;dispatch;wait
multiple;24;196608;1410596;385384
multiple;24;196608;1624357;386753
multiple;24;196608;2391023;417998
multiple;24;196608;1594465;442139
multiple;24;196608;1510311;410134
multiple;24;196608;1937387;363601
multiple;24;196608;2002364;385345
multiple;24;196608;1407601;387953
multiple;24;196608;2169068;359756
multiple;24;196608;1983086;384675
multiple;24;196608;917325;642005
multiple;24;196608;1774016;355795
multiple;24;196608;1881979;334317
multiple;24;196608;1782137;385648
multiple;24;196608;1621702;381246
multiple;24;196608;1678748;359510
multiple;24;196608;1302884;422089
multiple;24;196608;2047802;381644
multiple;24;196608;1046904;514839
multiple;24;196608;1794015;364799
multiple;24;196608;1756279;436055
multiple;24;196608;872205;594528
multiple;24;196608;1263035;559209
multiple;24;196608;1699509;381113
multiple;24;196608;1781963;379449
multiple;24;196608;1698110;396498
multiple;24;196608;1735186;389331
multiple;24;196608;1761522;320917
multiple;24;196608;2098539;331895
multiple;24;196608;2092367;354915
multiple;24;196608;1050888;488673
multiple;24;196608;1283731;359070
multiple;24;196608;1994043;360173
multiple;24;196608;1866898;391118
multiple;24;196608;2141983;371394
multiple;24;196608;1663587;282817
multiple;24;196608;1787002;372263
multiple;24;196608;1375178;458183
multiple;24;196608;1728640;389328
multiple;24;196608;1843437;371328
multiple;24;196608;1925310;344554
multiple;24;196608;1919690;346653
multiple;24;196608;2345128;357506
multiple;24;196608;2028438;388147
multiple;24;196608;1289192;279863
multiple;24;196608;1464972;419999
multiple;24;196608;1831964;374953
multiple;24;196608;1815302;336001
multiple;24;196608;1440332;413864
multiple;25;204800;2015715;383495
multiple;25;204800;1724206;364555
multiple;25;204800;1926447;370132
multiple;25;204800;2110494;358946
multiple;25;204800;1770576;355999
multiple;25;204800;2195334;366700
multiple;25;204800;2074825;384499
multiple;25;204800;1577944;377883
multiple;25;204800;2052161;366111
multiple;25;204800;1541167;399190
multiple;25;204800;2358875;350372
multiple;25;204800;1851259;380665
multiple;25;204800;1636761;401413
multiple;25;204800;1814922;373269
multiple;25;204800;2162683;379708
multiple;25;204800;1532727;392706
multiple;25;204800;1631862;365571
multiple;25;204800;1900174;411760
multiple;25;204800;1939186;406175
multiple;25;204800;1637327;377983
multiple;25;204800;1752581;371169
multiple;25;204800;1978830;377678
multiple;25;204800;2450064;379823
multiple;25;204800;2359522;372566
multiple;25;204800;1720654;292548
multiple;25;204800;1842035;407368
multiple;25;204800;2304209;348693
multiple;25;204800;1224476;443613
multiple;25;204800;2139047;373238
multiple;25;204800;2417548;383368
multiple;25;204800;2407020;348731
multiple;25;204800;1258448;400108
multiple;25;204800;1427075;393669
multiple;25;204800;2290350;350684
multiple;25;204800;1772422;248149
multiple;25;204800;1795197;407130
multiple;25;204800;1564769;420882
multiple;25;204800;1890712;385527
multiple;25;204800;2331859;361505
multiple;25;204800;1944298;365630
multiple;25;204800;1782307;399649
multiple;25;204800;1523055;442772
multiple;25;204800;1630399;407637
multiple;25;204800;1928450;378220
multiple;25;204800;2032567;383563
multiple;25;204800;2055565;431852
multiple;25;204800;1934838;389336
multiple;25;204800;1661542;404944
multiple;25;204800;2266543;295801
multiple;25;204800;2032453;413488
multiple;26;212992;1471391;383862
multiple;26;212992;1998343;369267
multiple;26;212992;1035935;627317
multiple;26;212992;1547177;417329
multiple;26;212992;1078626;587388
multiple;26;212992;1743563;419638
multiple;26;212992;1667043;423639
multiple;26;212992;2032026;396163
multiple;26;212992;1663071;443023
multiple;26;212992;1833391;478666
multiple;26;212992;2731380;376991
multiple;26;212992;1835295;320286
multiple;26;212992;1859596;358369
multiple;26;212992;2317568;392306
multiple;26;212992;2078043;359294
multiple;26;212992;1942957;372127
multiple;26;212992;2229393;385289
multiple;26;212992;1652169;385208
multiple;26;212992;1884804;381177
multiple;26;212992;1596494;376151
multiple;26;212992;1671223;392842
multiple;26;212992;1169349;604634
multiple;26;212992;1001490;586470
multiple;26;212992;2025513;358308
multiple;26;212992;2294317;368017
multiple;26;212992;2554091;376780
multiple;26;212992;2531687;364612
multiple;26;212992;2221408;379772
multiple;26;212992;2001131;405466
multiple;26;212992;1354308;555012
multiple;26;212992;1467528;370388
multiple;26;212992;781888;584627
multiple;26;212992;1874560;400944
multiple;26;212992;1535845;456154
multiple;26;212992;2105675;360119
multiple;26;212992;1822368;395886
multiple;26;212992;1980623;409177
multiple;26;212992;1131543;612984
multiple;26;212992;1350784;396776
multiple;26;212992;1870928;368604
multiple;26;212992;1820840;364268
multiple;26;212992;773574;632086
multiple;26;212992;2300508;376478
multiple;26;212992;729931;655820
multiple;26;212992;1582477;465946
multiple;26;212992;1885309;395958
multiple;26;212992;1701673;377395
multiple;26;212992;1670008;416479
multiple;26;212992;1932389;368209
multiple;26;212992;1189708;474492
multiple;27;221184;1715844;393098
multiple;27;221184;1877649;382680
multiple;27;221184;2140998;350350
multiple;27;221184;1971431;357388
multiple;27;221184;1696607;458808
multiple;27;221184;782978;685490
multiple;27;221184;2115376;356453
multiple;27;221184;2151432;259912
multiple;27;221184;1478725;468854
multiple;27;221184;885068;650279
multiple;27;221184;2178472;350404
multiple;27;221184;2309099;381173
multiple;27;221184;961503;541603
multiple;27;221184;1665290;394758
multiple;27;221184;1383150;456209
multiple;27;221184;1438673;565765
multiple;27;221184;1881462;378645
multiple;27;221184;830852;681692
multiple;27;221184;2110217;393865
multiple;27;221184;708899;700515
multiple;27;221184;1617074;398912
multiple;27;221184;1664384;515304
multiple;27;221184;2244031;374481
multiple;27;221184;1909582;351298
multiple;27;221184;826920;578807
multiple;27;221184;2145689;373357
multiple;27;221184;740399;710313
multiple;27;221184;2074645;364740
multiple;27;221184;1489497;391591
multiple;27;221184;2228304;244099
multiple;27;221184;2015281;381044
multiple;27;221184;783876;694451
multiple;27;221184;1822781;285037
multiple;27;221184;1861269;388955
multiple;27;221184;2008924;265523
multiple;27;221184;1282025;451824
multiple;27;221184;1573362;356095
multiple;27;221184;2044204;379085
multiple;27;221184;1411968;392172
multiple;27;221184;2236507;448723
multiple;27;221184;1795506;362994
multiple;27;221184;2121935;379457
multiple;27;221184;1935067;385408
multiple;27;221184;2394592;365013
multiple;27;221184;1905564;383597
multiple;27;221184;1538317;513876
multiple;27;221184;1958527;421363
multiple;27;221184;2059828;366953
multiple;27;221184;2356641;361334
multiple;27;221184;1979677;425564
multiple;28;229376;2515177;371008
multiple;28;229376;2411161;375304
multiple;28;229376;1852348;441884
multiple;28;229376;2186162;384708
multiple;28;229376;2184407;384526
multiple;28;229376;1824480;392240
multiple;28;229376;2251919;363701
multiple;28;229376;1766207;372382
multiple;28;229376;1552458;461003
multiple;28;229376;1427487;487100
multiple;28;229376;2431859;363100
multiple;28;229376;1650507;383338
multiple;28;229376;2509577;381715
multiple;28;229376;1570792;514206
multiple;28;229376;1864057;372165
multiple;28;229376;2214840;365907
multiple;28;229376;2895875;388606
multiple;28;229376;1001474;707437
multiple;28;229376;1985783;363484
multiple;28;229376;2154864;368771
multiple;28;229376;1363035;574979
multiple;28;229376;1660160;378581
multiple;28;229376;2084560;360728
multiple;28;229376;1105578;587017
multiple;28;229376;2039295;363051
multiple;28;229376;1947029;367831
multiple;28;229376;2120649;380590
multiple;28;229376;1845140;408833
multiple;28;229376;2311872;386340
multiple;28;229376;1429053;371056
multiple;28;229376;1264531;488878
multiple;28;229376;1931383;306863
multiple;28;229376;2229991;381312
multiple;28;229376;1444676;537105
multiple;28;229376;1247421;550375
multiple;28;229376;1467759;545841
multiple;28;229376;2191256;369142
multiple;28;229376;1922864;386102
multiple;28;229376;2188108;370301
multiple;28;229376;1703545;368212
multiple;28;229376;1963718;357354
multiple;28;229376;1951827;361935
multiple;28;229376;2250454;360927
multiple;28;229376;882619;688159
multiple;28;229376;2107246;356892
multiple;28;229376;2076492;382658
multiple;28;229376;1345620;432777
multiple;28;229376;2128979;432147
multiple;28;229376;2752094;367517
multiple;28;229376;1292952;495543
multiple;29;237568;2120760;360797
multiple;29;237568;2097467;339862
multiple;29;237568;1343207;604053
multiple;29;237568;1483573;462409
multiple;29;237568;2330431;367391
multiple;29;237568;1912117;338761
multiple;29;237568;1815474;377082
multiple;29;237568;954334;673213
multiple;29;237568;1788043;390757
multiple;29;237568;1642620;621123
multiple;29;237568;1877229;350163
multiple;29;237568;2413543;387354
multiple;29;237568;1760814;399728
multiple;29;237568;788335;705234
multiple;29;237568;2412763;358905
multiple;29;237568;1708779;485055
multiple;29;237568;1882009;384993
multiple;29;237568;2304627;370380
multiple;29;237568;2281895;385098
multiple;29;237568;1925015;475334
multiple;29;237568;2359031;405035
multiple;29;237568;1197839;677943
multiple;29;237568;1335897;696698
multiple;29;237568;957298;776499
multiple;29;237568;1681053;446558
multiple;29;237568;2068271;360005
multiple;29;237568;1746437;400631
multiple;29;237568;1492524;491744
multiple;29;237568;1973592;342699
multiple;29;237568;1028808;656016
multiple;29;237568;2439286;343218
multiple;29;237568;1762997;595877
multiple;29;237568;2192152;357924
multiple;29;237568;1996992;488249
multiple;29;237568;893020;692265
multiple;29;237568;1509139;436295
multiple;29;237568;2039455;369037
multiple;29;237568;1158066;632204
multiple;29;237568;2178741;371948
multiple;29;237568;1152166;621016
multiple;29;237568;1644614;405509
multiple;29;237568;2086800;350165
multiple;29;237568;1841293;380271
multiple;29;237568;2266957;299757
multiple;29;237568;2659284;376451
multiple;29;237568;1546599;507734
multiple;29;237568;960700;648632
multiple;29;237568;992132;743229
multiple;29;237568;2021507;421239
multiple;29;237568;1646788;323121
thread;1;8192;165819;375612
thread;1;8192;180754;374454
thread;1;8192;180696;380053
thread;1;8192;165829;377519
thread;1;8192;180669;380023
thread;1;8192;182098;375225
thread;1;8192;161679;397955
thread;1;8192;161565;398124
thread;1;8192;160583;399578
thread;1;8192;161537;394921
thread;1;8192;181022;380210
thread;1;8192;182714;374043
thread;1;8192;181050;374330
thread;1;8192;180987;374564
thread;1;8192;181049;374451
thread;1;8192;181052;375169
thread;1;8192;160574;399607
thread;1;8192;161469;395194
thread;1;8192;180960;380325
thread;1;8192;184769;372572
thread;1;8192;181022;374390
thread;1;8192;180917;374516
thread;1;8192;181028;374424
thread;1;8192;181085;374360
thread;1;8192;181057;374239
thread;1;8192;180967;374501
thread;1;8192;181112;374412
thread;1;8192;181155;374261
thread;1;8192;181043;374366
thread;1;8192;181017;374434
thread;1;8192;180949;374489
thread;1;8192;181061;374572
thread;1;8192;181071;374501
thread;1;8192;181159;374545
thread;1;8192;181046;374404
thread;1;8192;181064;374314
thread;1;8192;181002;374425
thread;1;8192;181028;374509
thread;1;8192;181073;374362
thread;1;8192;181101;374304
thread;1;8192;181043;374297
thread;1;8192;161716;394775
thread;1;8192;180918;380280
thread;1;8192;182736;373989
thread;1;8192;181094;374296
thread;1;8192;181140;374397
thread;1;8192;181041;374286
thread;1;8192;181110;374409
thread;1;8192;180968;374636
thread;1;8192;181034;374448
thread;2;16384;358561;378710
thread;2;16384;376885;375744
thread;2;16384;375221;379205
thread;2;16384;376210;364231
thread;2;16384;361458;380704
thread;2;16384;365174;376170
thread;2;16384;375272;379158
thread;2;16384;375249;380558
thread;2;16384;365211;375896
thread;2;16384;375235;379312
thread;2;16384;375220;380598
thread;2;16384;365259;376187
thread;2;16384;375390;379236
thread;2;16384;365115;375996
thread;2;16384;375148;380635
thread;2;16384;366685;364050
thread;2;16384;361230;378145
thread;2;16384;375339;379287
thread;2;16384;365234;375957
thread;2;16384;375276;380276
thread;2;16384;375335;380520
thread;2;16384;365142;376205
thread;2;16384;375331;379196
thread;2;16384;375608;379177
thread;2;16384;366548;375109
thread;2;16384;366438;365830
thread;2;16384;360297;379616
thread;2;16384;365208;368366
thread;2;16384;360354;379681
thread;2;16384;365023;376294
thread;2;16384;375782;378845
thread;2;16384;365092;376192
thread;2;16384;375356;380484
thread;2;16384;365710;375767
thread;2;16384;366556;375076
thread;2;16384;366473;366205
thread;2;16384;370887;380562
thread;2;16384;375359;380482
thread;2;16384;366505;366082
thread;2;16384;360443;379645
thread;2;16384;366839;365524
thread;2;16384;371780;376715
thread;2;16384;366585;375144
thread;2;16384;366410;364655
thread;2;16384;360247;379471
thread;2;16384;365133;376063
thread;2;16384;375399;380378
thread;2;16384;366009;375475
thread;2;16384;375374;379184
thread;2;16384;365878;375810
thread;3;24576;559898;360994
thread;3;24576;548990;359029
thread;3;24576;549589;368030
thread;3;24576;547688;359807
thread;3;24576;549690;358610
thread;3;24576;549236;367972
thread;3;24576;552881;359270
thread;3;24576;551366;367131
thread;3;24576;548103;367935
thread;3;24576;550829;354011
thread;3;24576;558302;375713
thread;3;24576;554503;366396
thread;3;24576;549636;367948
thread;3;24576;554140;366844
thread;3;24576;551125;353642
thread;3;24576;558716;363998
thread;3;24576;550133;365457
thread;3;24576;556342;376149
thread;3;24576;554143;366986
thread;3;24576;545573;374941
thread;3;24576;553657;367557
thread;3;24576;548449;369195
thread;3;24576;561970;368902
thread;3;24576;549764;365817
thread;3;24576;558781;389501
thread;3;24576;555637;365602
thread;3;24576;558526;360760
thread;3;24576;549258;368042
thread;3;24576;563385;358869
thread;3;24576;548074;359725
thread;3;24576;549223;359302
thread;3;24576;546405;389423
thread;3;24576;549609;382192
thread;3;24576;563589;358773
thread;3;24576;550159;372528
thread;3;24576;552856;359367
thread;3;24576;549387;365757
thread;3;24576;561238;358945
thread;3;24576;545676;390164
thread;3;24576;559542;368866
thread;3;24576;548382;359623
thread;3;24576;545594;363651
thread;3;24576;546694;375077
thread;3;24576;562033;360923
thread;3;24576;545431;390383
thread;3;24576;560139;358845
thread;3;24576;549334;367968
thread;3;24576;563644;372021
thread;3;24576;552841;360069
thread;3;24576;546423;364023
thread;4;32768;807570;368101
thread;4;32768;710995;391091
thread;4;32768;738055;406766
thread;4;32768;729171;391382
thread;4;32768;783645;368558
thread;4;32768;707810;393404
thread;4;32768;731131;370697
thread;4;32768;699882;395472
thread;4;32768;739503;370456
thread;4;32768;731483;369017
thread;4;32768;729156;391863
thread;4;32768;739428;373454
thread;4;32768;729555;373251
thread;4;32768;729831;373590
thread;4;32768;730615;372359
thread;4;32768;729181;394438
thread;4;32768;730963;390417
thread;4;32768;717260;391602
thread;4;32768;729583;370600
thread;4;32768;722157;377595
thread;4;32768;729250;370792
thread;4;32768;730024;370591
thread;4;32768;730645;378455
thread;4;32768;739458;372528
thread;4;32768;739381;371024
thread;4;32768;746631;364439
thread;4;32768;729302;394551
thread;4;32768;739357;391323
thread;4;32768;739239;392742
thread;4;32768;729912;370541
thread;4;32768;730374;389178
thread;4;32768;728637;394733
thread;4;32768;777134;391163
thread;4;32768;729650;369947
thread;4;32768;730050;389862
thread;4;32768;717260;391602
thread;4;32768;728590;389878
thread;4;32768;729889;392241
thread;4;32768;731598;368450
thread;4;32768;746834;368255
thread;4;32768;729183;370849
thread;4;32768;728887;390504
thread;4;32768;728687;370595
thread;4;32768;728693;394845
thread;4;32768;715449;389757
thread;4;32768;716547;392969
thread;4;32768;729497;375096
thread;4;32768;729914;370505
thread;4;32768;729213;371599
thread;4;32768;733439;390526
thread;5;40960;938178;388920
thread;5;40960;927127;372888
thread;5;40960;918964;393863
thread;5;40960;912759;370894
thread;5;40960;914406;372878
thread;5;40960;918246;372800
thread;5;40960;915583;371564
thread;5;40960;904450;393823
thread;5;40960;961383;388225
thread;5;40960;918293;370653
thread;5;40960;922757;372993
thread;5;40960;945665;380217
thread;5;40960;918391;373767
thread;5;40960;917734;370669
thread;5;40960;901038;376006
thread;5;40960;889886;389603
thread;5;40960;914082;371124
thread;5;40960;914161;394097
thread;5;40960;922348;372873
thread;5;40960;912837;371415
thread;5;40960;918064;370270
thread;5;40960;884032;374595
thread;5;40960;919393;369529
thread;5;40960;903799;396742
thread;5;40960;912842;370655
thread;5;40960;893766;405199
thread;5;40960;918794;372545
thread;5;40960;912560;370693
thread;5;40960;912840;370660
thread;5;40960;859385;392516
thread;5;40960;918090;393069
thread;5;40960;927781;373520
thread;5;40960;885561;388910
thread;5;40960;918253;393039
thread;5;40960;928705;369713
thread;5;40960;916439;369362
thread;5;40960;896690;382095
thread;5;40960;913605;370351
thread;5;40960;916918;395222
thread;5;40960;913410;370828
thread;5;40960;885449;390705
thread;5;40960;913958;370789
thread;5;40960;923195;398903
thread;5;40960;913432;388686
thread;5;40960;913810;370871
thread;5;40960;887564;386310
thread;5;40960;888230;389468
thread;5;40960;922666;372409
thread;5;40960;917042;393370
thread;5;40960;894745;372960
thread;6;49152;1110417;408180
thread;6;49152;1116208;403878
thread;6;49152;1103289;388162
thread;6;49152;1084109;367670
thread;6;49152;1097738;388147
thread;6;49152;1099476;390101
thread;6;49152;1111235;396819
thread;6;49152;1058667;401305
thread;6;49152;1076200;394373
thread;6;49152;1112945;387862
thread;6;49152;1101744;401368
thread;6;49152;1118814;397939
thread;6;49152;1099401;393728
thread;6;49152;1096252;391370
thread;6;49152;1109419;389394
thread;6;49152;1079672;398994
thread;6;49152;1079951;403035
thread;6;49152;1126460;400985
thread;6;49152;1105561;401971
thread;6;49152;1109214;390433
thread;6;49152;1076959;394148
thread;6;49152;1083976;397394
thread;6;49152;1073220;394744
thread;6;49152;1073246;391707
thread;6;49152;1074109;376310
thread;6;49152;1077956;386953
thread;6;49152;1071878;389890
thread;6;49152;1114497;390763
thread;6;49152;1101150;389299
thread;6;49152;1106410;364294
thread;6;49152;1107088;392312
thread;6;49152;1068632;396842
thread;6;49152;1116697;380946
thread;6;49152;1075778;394263
thread;6;49152;1068282;394354
thread;6;49152;1113712;364344
thread;6;49152;1099047;372495
thread;6;49152;1098994;390468
thread;6;49152;1111925;391097
thread;6;49152;1104393;401902
thread;6;49152;1107690;393755
thread;6;49152;1104134;391329
thread;6;49152;1099116;403024
thread;6;49152;1121223;374131
thread;6;49152;1073176;405820
thread;6;49152;1106266;388992
thread;6;49152;1099692;399787
thread;6;49152;1116279;387954
thread;6;49152;1097811;389029
thread;6;49152;1052698;395646
thread;7;57344;1258546;375794
thread;7;57344;1283569;388192
thread;7;57344;1282560;387333
thread;7;57344;1282142;390912
thread;7;57344;1286136;393101
thread;7;57344;1296552;371804
thread;7;57344;1294252;373163
thread;7;57344;1299383;391732
thread;7;57344;1236105;386497
thread;7;57344;1285170;386223
thread;7;57344;1281887;391117
thread;7;57344;1296580;388009
thread;7;57344;1286828;398440
thread;7;57344;1265307;368910
thread;7;57344;1286841;392880
thread;7;57344;1283438;368853
thread;7;57344;1287317;396456
thread;7;57344;1247947;376072
thread;7;57344;1283700;387576
thread;7;57344;1253701;368311
thread;7;57344;1252941;387804
thread;7;57344;1282026;368661
thread;7;57344;1257267;389858
thread;7;57344;1292998;367320
thread;7;57344;1281759;368140
thread;7;57344;1257034;390433
thread;7;57344;1283860;394401
thread;7;57344;1288699;363199
thread;7;57344;1254216;389053
thread;7;57344;1323784;372848
thread;7;57344;1289871;387275
thread;7;57344;1296995;368291
thread;7;57344;1252595;368716
thread;7;57344;1226467;389180
thread;7;57344;1253787;388967
thread;7;57344;1266822;367292
thread;7;57344;1233056;392604
thread;7;57344;1226444;389655
thread;7;57344;1283260;368057
thread;7;57344;1286916;397108
thread;7;57344;1293911;389517
thread;7;57344;1296633;389066
thread;7;57344;1298034;368423
thread;7;57344;1254907;368989
thread;7;57344;1282212;391140
thread;7;57344;1274558;389592
thread;7;57344;1281515;370233
thread;7;57344;1271324;388070
thread;7;57344;1245942;399068
thread;7;57344;1297665;387240
thread;8;65536;1483525;371400
thread;8;65536;1469224;369318
thread;8;65536;1470135;369316
thread;8;65536;1472493;366580
thread;8;65536;1427505;387695
thread;8;65536;1466637;368107
thread;8;65536;1456442;415649
thread;8;65536;1470072;369525
thread;8;65536;1446643;386792
thread;8;65536;1450021;379220
thread;8;65536;1474725;369192
thread;8;65536;1442874;389484
thread;8;65536;1445166;387900
thread;8;65536;1469314;369555
thread;8;65536;1444321;389362
thread;8;65536;1475016;393184
thread;8;65536;1466889;387295
thread;8;65536;1436828;368197
thread;8;65536;1458627;397178
thread;8;65536;1438372;369302
thread;8;65536;1472196;370247
thread;8;65536;1444187;385757
thread;8;65536;1469459;369315
thread;8;65536;1465629;368417
thread;8;65536;1453473;354122
thread;8;65536;1439613;389553
thread;8;65536;1465316;369265
thread;8;65536;1437936;386731
thread;8;65536;1437188;369040
thread;8;65536;1469830;369047
thread;8;65536;1472587;367799
thread;8;65536;1466794;370947
thread;8;65536;1471482;367893
thread;8;65536;1443100;393230
thread;8;65536;1461196;379569
thread;8;65536;1471463;389739
thread;8;65536;1509769;368373
thread;8;65536;1465137;368666
thread;8;65536;1465594;369010
thread;8;65536;1470551;387117
thread;8;65536;1465772;368576
thread;8;65536;1471027;371375
thread;8;65536;1479334;352429
thread;8;65536;1447837;381473
thread;8;65536;1428346;380902
thread;8;65536;1436578;369537
thread;8;65536;1470788;371685
thread;8;65536;1471743;367933
thread;8;65536;1441652;369075
thread;8;65536;1466935;392192
thread;9;73728;1665549;398588
thread;9;73728;1666885;400682
thread;9;73728;1655575;370228
thread;9;73728;1620750;368107
thread;9;73728;1622329;391700
thread;9;73728;1631858;387216
thread;9;73728;1664365;404301
thread;9;73728;1655805;391454
thread;9;73728;1616965;372697
thread;9;73728;1652238;390396
thread;9;73728;1664880;391327
thread;9;73728;1622611;370326
thread;9;73728;1603444;380640
thread;9;73728;1658873;391364
thread;9;73728;1627605;405179
thread;9;73728;1634073;390178
thread;9;73728;1601707;386692
thread;9;73728;1655417;400346
thread;9;73728;1642256;400490
thread;9;73728;1647166;390445
thread;9;73728;1623387;398732
thread;9;73728;1617908;386882
thread;9;73728;1651008;389873
thread;9;73728;1650793;406320
thread;9;73728;1640975;388803
thread;9;73728;1625451;387954
thread;9;73728;1657256;388910
thread;9;73728;1637452;386253
thread;9;73728;1641224;382553
thread;9;73728;1621405;370936
thread;9;73728;1641548;402886
thread;9;73728;1644680;361082
thread;9;73728;1627778;391113
thread;9;73728;1595258;391334
thread;9;73728;1636660;391679
thread;9;73728;1625753;407034
thread;9;73728;1631960;391893
thread;9;73728;1654718;401893
thread;9;73728;1658012;390679
thread;9;73728;1651523;390042
thread;9;73728;1676338;390332
thread;9;73728;1656111;404702
thread;9;73728;1642139;400507
thread;9;73728;1632041;387361
thread;9;73728;1641697;387962
thread;9;73728;1625818;388598
thread;9;73728;1641328;385869
thread;9;73728;1621453;387632
thread;9;73728;1614855;388736
thread;9;73728;1598366;399220
thread;10;81920;1789990;369900
thread;10;81920;1855372;385008
thread;10;81920;1792222;367198
thread;10;81920;1848051;359255
thread;10;81920;1808957;366297
thread;10;81920;1892449;362458
thread;10;81920;1823845;392468
thread;10;81920;1805486;367057
thread;10;81920;1838002;386100
thread;10;81920;1826394;366097
thread;10;81920;1798628;393045
thread;10;81920;1836340;366038
thread;10;81920;1805920;366242
thread;10;81920;1811956;366800
thread;10;81920;1839622;386297
thread;10;81920;1851595;397111
thread;10;81920;1856851;389001
thread;10;81920;1824044;391340
thread;10;81920;1852438;391139
thread;10;81920;1808526;384837
thread;10;81920;1789972;389419
thread;10;81920;1830090;391176
thread;10;81920;1798847;376367
thread;10;81920;1814685;385894
thread;10;81920;1771490;392876
thread;10;81920;1806514;366159
thread;10;81920;1839172;387222
thread;10;81920;1791592;390857
thread;10;81920;1808487;394174
thread;10;81920;1792344;354804
thread;10;81920;1795523;366500
thread;10;81920;1807688;385767
thread;10;81920;1843438;387123
thread;10;81920;1822862;386157
thread;10;81920;1876833;367912
thread;10;81920;1807394;362788
thread;10;81920;1840550;383497
thread;10;81920;1837150;366207
thread;10;81920;1816385;364900
thread;10;81920;1835235;385342
thread;10;81920;1849363;388627
thread;10;81920;1834961;386199
thread;10;81920;1856056;358369
thread;10;81920;1883082;373269
thread;10;81920;1804980;367010
thread;10;81920;1835121;387142
thread;10;81920;1807431;367132
thread;10;81920;1813333;395583
thread;10;81920;1805208;366315
thread;10;81920;1807864;366475
thread;12;98304;2211611;388473
thread;12;98304;2220767;379665
thread;12;98304;2211887;384269
thread;12;98304;2204656;389373
thread;12;98304;2218645;386106
thread;12;98304;2187936;395459
thread;12;98304;2209891;387792
thread;12;98304;2180820;390204
thread;12;98304;2184734;365716
thread;12;98304;2209585;389292
thread;12;98304;2204166;389943
thread;12;98304;2177922;386309
thread;12;98304;2206600;384096
thread;12;98304;2179140;396776
thread;12;98304;2139456;383044
thread;12;98304;2203292;401816
thread;12;98304;2194157;386425
thread;12;98304;2158380;392795
thread;12;98304;2214348;383385
thread;12;98304;2213314;390086
thread;12;98304;2206031;401181
thread;12;98304;2191105;402560
thread;12;98304;2166187;389896
thread;12;98304;2206594;386902
thread;12;98304;2210961;389385
thread;12;98304;2205667;398729
thread;12;98304;2165682;390141
thread;12;98304;2205421;389155
thread;12;98304;2173938;368128
thread;12;98304;2177637;387355
thread;12;98304;2204531;388962
thread;12;98304;2129996;376414
thread;12;98304;2210958;385086
thread;12;98304;2207193;389205
thread;12;98304;2205330;394571
thread;12;98304;2177575;386022
thread;12;98304;2207365;401330
thread;12;98304;2192254;400365
thread;12;98304;2212869;384769
thread;12;98304;2203195;387247
thread;12;98304;2204683;387327
thread;12;98304;2203625;387876
thread;12;98304;2186277;399768
thread;12;98304;2196414;385625
thread;12;98304;2188202;399318
thread;12;98304;2195268;358952
thread;12;98304;2205629;401106
thread;12;98304;2198287;400087
thread;12;98304;2208620;390508
thread;12;98304;2203529;387488
thread;13;106496;2376457;364440
thread;13;106496;2345154;388999
thread;13;106496;2399916;362405
thread;13;106496;2372481;389540
thread;13;106496;2387923;363144
thread;13;106496;2378602;387099
thread;13;106496;2399471;388544
thread;13;106496;2358634;389086
thread;13;106496;2363056;364727
thread;13;106496;2391149;390096
thread;13;106496;2359226;389054
thread;13;106496;2389383;362071
thread;13;106496;2406762;381793
thread;13;106496;2398795;387219
thread;13;106496;2343885;385076
thread;13;106496;2398187;364530
thread;13;106496;2372891;365013
thread;13;106496;2374494;364155
thread;13;106496;2372055;368062
thread;13;106496;2403901;388520
thread;13;106496;2359733;383348
thread;13;106496;2402526;382242
thread;13;106496;2389679;364235
thread;13;106496;2394064;364621
thread;13;106496;2406443;387990
thread;13;106496;2387310;385053
thread;13;106496;2313179;384156
thread;13;106496;2388454;387869
thread;13;106496;2345650;367163
thread;13;106496;2404113;391199
thread;13;106496;2370963;362955
thread;13;106496;2387644;388776
thread;13;106496;2388898;387754
thread;13;106496;2387866;364173
thread;13;106496;2402335;383468
thread;13;106496;2400434;365562
thread;13;106496;2365457;391245
thread;13;106496;2399018;364899
thread;13;106496;2375460;364201
thread;13;106496;2406164;370895
thread;13;106496;2343441;382068
thread;13;106496;2367412;365062
thread;13;106496;2374080;366915
thread;13;106496;2372778;367990
thread;13;106496;2373486;364126
thread;13;106496;2397851;371212
thread;13;106496;2409719;383831
thread;13;106496;2368754;389106
thread;13;106496;2403421;351224
thread;13;106496;2375148;363922
thread;14;114688;2572094;364707
thread;14;114688;2577176;362974
thread;14;114688;2602501;341420
thread;14;114688;2599762;379999
thread;14;114688;2559246;364302
thread;14;114688;2561056;366155
thread;14;114688;2558485;361936
thread;14;114688;2557193;364960
thread;14;114688;2570027;371288
thread;14;114688;2560332;384240
thread;14;114688;2571102;364315
thread;14;114688;2560400;364304
thread;14;114688;2589971;361766
thread;14;114688;2580883;374091
thread;14;114688;2557924;386574
thread;14;114688;2582253;363929
thread;14;114688;2564550;363187
thread;14;114688;2588766;363621
thread;14;114688;2577088;361627
thread;14;114688;2575235;363714
thread;14;114688;2558021;361913
thread;14;114688;2559038;366525
thread;14;114688;2555984;364719
thread;14;114688;2575715;363531
thread;14;114688;2557591;386424
thread;14;114688;2584143;365611
thread;14;114688;2558813;368308
thread;14;114688;2575551;366936
thread;14;114688;2559132;384413
thread;14;114688;2573042;380728
thread;14;114688;2553493;385400
